source_token,source_lemma,target_rendering,block_id
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,7-3
གསུང་གསང,གསུང་གསང,秘密语,7-4
བཻ་ཌཱུར་རྒྱུད་མང,བཻ་ཌཱུར་རྒྱུད་མང,琉璃琴弦,7-4
གཅིག་པུ་ལས,གཅིག་པུ་ལས,唯一从,7-4
དབྱངས་ཀྱི་ཡན་ལག,དབྱངས་ཀྱི་ཡན་ལག,音支,7-4
རྒྱ་མཚོའི,རྒྱ་མཚོའི,大海之,7-4
རོལ་མོ་ནི,རོལ་མོ་ནི,旋律,7-4
ཆོས་ཕུང་བྱེ་བའི,ཆོས་ཕུང་བྱེ་བའི,法蕴千万之,7-4
གདངས་སུ,གདངས་སུ,音声于,7-4
ཡོངས་ཤར་བ,ཡོངས་ཤར་བ,尽显,7-4
འཕགས་མ,འཕགས་མ,圣母,7-4
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,如意轮于,7-4
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,7-4
གང་ཐུགས,གང་ཐུགས,何心,7-5
གཉིས་སུ་མེད་པའི,གཉིས་སུ་མེད་པའི,无二之,7-5
ཡེ་ཤེས་དབྱིངས,ཡེ་ཤེས་དབྱིངས,智慧法界,7-5
གཟུང་འཛིན་སྤྲོས་པའི,གཟུང་འཛིན་སྤྲོས་པའི,执取戏论,7-5
འཇུག་ལྡང,འཇུག་ལྡང,起伏,7-5
བརྟུལ་གྱུར་ཀྱང,བརྟུལ་གྱུར་ཀྱང,超越虽,7-5
རིག་དང་བརྩེ་བའི,རིག་དང་བརྩེ་བའི,觉性与慈悲之,7-5
གཟི་བརྗིད,གཟི་བརྗིད,光辉,7-5
མཐའ་ཡས་པ,མཐའ་ཡས་པ,无量,7-5
འཕགས་མ,འཕགས་མ,圣母,7-5
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,如意轮于,7-5
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,7-5
བྲལ་དང,བྲལ་དང,离垢与,7-6
རྣམ་པར་སྨིན་པ,རྣམ་པར་སྨིན་པ,果报,7-6
མི་ཟད་པའི,མི་ཟད་པའི,无尽之,7-6
ཡོན་ཏན་དྲུག་ཅུ་རྩ་བཞིའི,ཡོན་ཏན་དྲུག་ཅུ་རྩ་བཞིའི,六十四功德之,7-6
སྒེག,སྒེག,庄严,7-6
འཆང་བས,འཆང་བས,持守,7-6
སྲས་བཅས་རྒྱལ་ཀུན,སྲས་བཅས་རྒྱལ་ཀུན,诸佛及佛子,7-6
བརྟན་པ་འཕྲོག་པའི,བརྟན་པ་འཕྲོག་པའི,心夺取之,7-6
ཡུམ,ཡུམ,母,7-6
འཕགས་མ,འཕགས་མ,圣母,7-6
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,如意轮于,7-6
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,7-6
རྒྱུན་གྱིས་རྟག་ཅིང,རྒྱུན་གྱིས་རྟག་ཅིང,相续恒常,7-7
མཁའ་མཐར,མཁའ་མཐར,虚空际,7-7
ཁྱབ་པ་དང,ཁྱབ་པ་དང,遍布与,7-7
ལྷུན་གྲུབ,ལྷུན་གྲུབ,任运,7-7
འདུ་མི་མཛད་པའི,འདུ་མི་མཛད་པའི,无作之,7-7
ཕྲིན་ལས་ཀྱིས,ཕྲིན་ལས་ཀྱིས,事业以,7-7
གདུལ་བྱའི་རེ་བ,གདུལ་བྱའི་རེ་བ,所化众生愿望,7-7
སྐོང་མཛད,སྐོང་མཛད,满足,7-7
དཔག་བསམ་དབང,དཔག་བསམ་དབང,如意宝王,7-7
འཕགས་མ,འཕགས་མ,圣母,7-7
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,如意轮于,7-7
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,7-7
མདོར་ན,མདོར་ན,总之,7-8
སྟོབས་བཅུ་མངའ་བ,སྟོབས་བཅུ་མངའ་བ,十力具足,7-8
ཐམས་ཅད་ཀྱི,ཐམས་ཅད་ཀྱི,一切之,7-8
ཐུགས་བསྐྱེད་དམ་བཅའ,ཐུགས་བསྐྱེད་དམ་བཅའ,发心誓愿,7-8
ཡོངས་སུ་རྫོགས་པའི,ཡོངས་སུ་རྫོགས་པའི,圆满,7-8
ཕྱིར,ཕྱིར,为,7-8
འགྲོ་འདུལ་མཛད་པ,འགྲོ་འདུལ་མཛད་པ,度化众生事业,7-8
བསམ་གྱིས་མི་ཁྱབ་པའི,བསམ་གྱིས་མི་ཁྱབ་པའི,不可思议,7-8
འཕགས་མ,འཕགས་མ,圣母,7-8
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,如意轮于,7-8
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,7-8
དེ་ལྟར,དེ་ལྟར,如是,7-9
གུས་པས,གུས་པས,虔诚以,7-9
ཕྱག་འཚལ,ཕྱག་འཚལ,顶礼,7-9
གསོལ་འདེབས་ན,གསོལ་འདེབས་ན,祈请之时,7-9
ཡེ་ཤེས་གཟིགས་པའི,ཡེ་ཤེས་གཟིགས་པའི,智慧观照,7-9
རྫོགས་ལྡན,རྫོགས་ལྡན,圆满,7-9
སྤྲིན་ཆེན་ལས,སྤྲིན་ཆེན་ལས,大云从,7-9
དངོས་གྲུབ་འདོད་རྒུའི,དངོས་གྲུབ་འདོད་རྒུའི,悉地所欲,7-9
གྲུ་ཆར,གྲུ་ཆར,甘霖,7-9
རབ་གཡོ་བས,རབ་གཡོ་བས,极震降,7-9
ཕན་བདེའི་དགའ་སྟོན,ཕན་བདེའི་དགའ་སྟོན,利乐之盛宴,7-9
རྒྱས་པར,རྒྱས་པར,广大,7-9
བྱིན་གྱིས་རློབས,བྱིན་གྱིས་རློབས,请加持,7-9
ན་མསྟཱ་ར་ཡེ,ན་མསྟཱ་ར་ཡེ,南无塔拉耶,8-1
ཁྱོད་མཚན,ཁྱོད་མཚན,汝名号,8-2
ཐོས་པ་ཙམ་གྱིས་ཀྱང,ཐོས་པ་ཙམ་གྱིས་ཀྱང,听闻仅以亦,8-2
འགྲོ་རྣམས,འགྲོ་རྣམས,众生,8-2
འཁོར་མཚོ,འཁོར་མཚོ,轮回海,8-2
ལས,ལས,从,8-2
སྒྲོལ་བའི,སྒྲོལ་བའི,度脱之,8-2
ངོ་མཚར་ཁོ་ནར,ངོ་མཚར་ཁོ་ནར,唯奇妙,8-2
ཡིད་ཆགས་པས,ཡིད་ཆགས་པས,心生爱慕,8-2
རྩེ་གཅིག་གུས་པས,རྩེ་གཅིག་གུས་པས,一心虔诚以,8-2
གསོལ་འདེབས་ན,གསོལ་འདེབས་ན,祈请之时,8-2
རབ་མཛེས,རབ་མཛེས,极美,8-3
མརྒད,མརྒད,翠玉,8-3
བྱེ་བའི་རྡུལ,བྱེ་བའི་རྡུལ,千万尘,8-3
གཅིག་ཏུ་སྤུངས་པའི,གཅིག་ཏུ་སྤུངས་པའི,一处汇聚之,8-3
དགེ་མཚན་ཅན,དགེ་མཚན་ཅན,瑞相具,8-3
མཛེས་སྐུ,མཛེས་སྐུ,美妙圣容,8-3
བདག་གི་མིག་ལམ་དུ,བདག་གི་མིག་ལམ་དུ,我眼前于,8-3
ཞི་འཛུམ་ཉམས་བརྒྱས,ཞི་འཛུམ་ཉམས་བརྒྱས,寂静微笑百般,8-3
རོལ་པར་མཛོད,རོལ་པར་མཛོད,请展露,8-3
འཇིག་རྟེན,འཇིག་རྟེན,世间,8-4
འཇིག་རྟེན་འདས་པ་ཡི,འཇིག་རྟེན་འདས་པ་ཡི,出世间之,8-4
དངོས་གྲུབ་རིན་ཆེན,དངོས་གྲུབ་རིན་ཆེན,悉地珍宝,8-4
རྒྱ་མཚོའི་དབྱིག,རྒྱ་མཚོའི་དབྱིག,大海之珍,8-4
རིག་པའི་གསང་སྔགས,རིག་པའི་གསང་སྔགས,明咒,8-4
གྲུབ་པ་ལས,གྲུབ་པ་ལས,成就从,8-4
ས་གསུམ,ས་གསུམ,三地,8-4
ཕན་བདེ,ཕན་བདེ,利乐,8-4
སྦྱིན་གྱུར་ཅིག,སྦྱིན་གྱུར་ཅིག,请赐,8-4
ཟབ་ཅིང,ཟབ་ཅིང,深,8-5
མཆོག་ཏུ་ཞི་བའི,མཆོག་ཏུ་ཞི་བའི,极寂静,8-5
དབྱིངས,དབྱིངས,法界,8-5
ཕྱོགས་དང་ཆ་ལས,ཕྱོགས་དང་ཆ་ལས,方与偏,8-5
རྣམ་གྲོལ་བས,རྣམ་གྲོལ་བས,远离,8-5
བྱིན་གྱིས་བརླབས་པའི,བྱིན་གྱིས་བརླབས་པའི,加持之,8-5
སྐད་ཅིག་ལ,སྐད་ཅིག་ལ,刹那于,8-5
གཟུང་འཛིན,གཟུང་འཛིན,能取所取,8-5
དབུ་མར,དབུ་མར,中脉于,8-5
ཐིམ་མཛད་གསོལ,ཐིམ་མཛད་གསོལ,请融入,8-5
ཁྱད་པར,ཁྱད་པར,特别,8-6
སྙིགས་ལས་ཆེར་སྙིགས་པའི,སྙིགས་ལས་ཆེར་སྙིགས་པའི,浊世中更浊,8-6
དུས་ཀྱི་རྒུད་པས,དུས་ཀྱི་རྒུད་པས,时代衰损,8-6
རབ་སྐྲག་རྣམས,རབ་སྐྲག་རྣམས,极惧者,8-6
ཉིན་མཚན་མེད་པར,ཉིན་མཚན་མེད་པར,日夜无间,8-6
རྒྱལ་བའི་ཡུམ,རྒྱལ་བའི་ཡུམ,胜者之母,8-6
ཁྱོད་ལས,ཁྱོད་ལས,您外,8-6
སྐྱབས་གཞན,སྐྱབས་གཞན,他皈依,8-6
སེམས་པ་བྲལ,སེམས་པ་བྲལ,心离,8-6
དེ་སླད,དེ་སླད,因此,8-7
ཐུགས་རྗེའི་ཕྱག,ཐུགས་རྗེའི་ཕྱག,慈悲手,8-7
བརྐྱངས་ནས,བརྐྱངས་ནས,伸出后,8-7
འཇིགས་པ་མཐའ་དག,འཇིགས་པ་མཐའ་དག,一切怖畏,8-7
བསལ་བ,བསལ་བ,遣除,8-7
དང,དང,与,8-7
ཀུན་དགའི་གནས་སུ,ཀུན་དགའི་གནས་སུ,安乐境于,8-7
དབུགས་དབྱུང་བའི,དབུགས་དབྱུང་བའི,慰藉之,8-7
སྐལ་པ་བཟང་པོ,སྐལ་པ་བཟང་པོ,胜福缘,8-7
གྲུབ་པར་མཛོད,གྲུབ་པར་མཛོད,请成就,8-7
སླར་ལ,སླར་ལ,复次,8-8
གནས་སྐབས,གནས་སྐབས,暂时,8-8
སྡེ་བཞི་ཡི,སྡེ་བཞི་ཡི,四分之,8-8
ཡོན་ཏན་མེ་ཏོག,ཡོན་ཏན་མེ་ཏོག,功德花,8-8
མཛེས་འབར་བར,མཛེས་འབར་བར,美妙绽放,8-8
མཐར་ཐུག,མཐར་ཐུག,终极,8-8
སྐུ་གསུམ་མི་ཕྱེད་པའི,སྐུ་གསུམ་མི་ཕྱེད་པའི,三身无别之,8-8
ཟུང་འཇུག,ཟུང་འཇུག,双运,8-8
སྙེ་མ་དུད་མཛད་གསོལ,སྙེ་མ་དུད་མཛད་གསོལ,果穗低垂请令,8-8
མདོར་ན,མདོར་ན,总之,8-9
འདི་ནས་བྱང་ཆུབ་བར,འདི་ནས་བྱང་ཆུབ་བར,今从菩提之间,8-9
འཕགས་མ,འཕགས་མ,圣母,8-9
དགྱེས་པའི་སྤྱན་ཟུར་དང,དགྱེས་པའི་སྤྱན་ཟུར་དང,欢喜慈眼与,8-9
ནམ་ཡང་མི་འབྲལ,ནམ་ཡང་མི་འབྲལ,永不离,8-9
འགྲོགས་པ་ལས,འགྲོགས་པ་ལས,相伴从,8-9
འདོད་དགུའི,འདོད་དགུའི,所愿,8-9
རེ་ཁཱ,རེ་ཁཱ,愿望,8-9
རྫོགས་གྱུར་ཅིག,རྫོགས་གྱུར་ཅིག,请圆满,8-9
བླ་མ,བླ་མ,上师,9-1
དང་,དང་,与,9-1
སངས་རྒྱས,སངས་རྒྱས,诸佛,9-1
བྱང་ཆུབ་སེམས་དཔའ,བྱང་ཆུབ་སེམས་དཔའ,菩萨,9-1
ཐམས་ཅད་ལ,ཐམས་ཅད་ལ,一切于,9-1
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,9-1
བསྐལ་བཟང་སངས་རྒྱས་སྟོང་ལས,བསྐལ་བཟང་སངས་རྒྱས་སྟོང་ལས,贤劫千佛从,9-2
ཁྱད་པར་དུ,ཁྱད་པར་དུ,殊胜,9-2
ངོ་མཚར,ངོ་མཚར,稀有,9-2
ཨུ་དུམ་ཝཱ་ར་ལྟར,ཨུ་དུམ་ཝཱ་ར་ལྟར,优昙花如,9-2
འཕགས་ཤིང,འཕགས་ཤིང,超胜,9-2
རྩོད་པའི་དུས་འདིར,རྩོད་པའི་དུས་འདིར,诤斗时此于,9-2
ཞིང་ཁམས་ཡོངས,ཞིང་ཁམས་ཡོངས,刹土全,9-2
བཟུང་བ,བཟུང་བ,护持,9-2
ཐུབ་མཆོག,ཐུབ་མཆོག,牟尼最胜,9-2
དོན་ཀུན་གྲུབ་ལ,དོན་ཀུན་གྲུབ་ལ,义悉成就,9-2
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,9-2
ཕྱོགས་བཅུའི་སངས་རྒྱས,ཕྱོགས་བཅུའི་སངས་རྒྱས,十方诸佛,9-3
བྱང་སེམས,བྱང་སེམས,菩萨,9-3
ཉན་རང་དང,ཉན་རང་དང,声闻缘觉与,9-3
འཇམ་དབྱངས,འཇམ་དབྱངས,文殊,9-3
སྤྱན་གཟིགས,སྤྱན་གཟིགས,观音,9-3
ཕྱག་ན་རྡོ་རྗེ་འཛིན,ཕྱག་ན་རྡོ་རྗེ་འཛིན,金刚手执持,9-3
བྱམས་པ་ལ་སོགས,བྱམས་པ་ལ་སོགས,弥勒等,9-3
བྱང་ཆུབ་སེམས་དཔའ་དང,བྱང་ཆུབ་སེམས་དཔའ་དང,菩萨众与,9-3
གནས་བརྟན་བཅུ་དྲུག,གནས་བརྟན་བཅུ་དྲུག,十六罗汉,9-3
གཏད་རབས་ཆེན་པོ་བདུན,གཏད་རབས་ཆེན་པོ་བདུན,七大传承,9-3
ཛམ་གླིང་རྒྱན་མཆོག,ཛམ་གླིང་རྒྱན་མཆོག,世间无上庄严,9-4
རྨད་བྱུང་སློབ་དཔོན་ཆེ,རྨད་བྱུང་སློབ་དཔོན་ཆེ,奇妙大导师,9-4
རྣལ་འབྱོར་དབང་ཕྱུག,རྣལ་འབྱོར་དབང་ཕྱུག,瑜伽自在,9-4
བརྒྱད་ཅུ་རྩ་བཞི་སོགས,བརྒྱད་ཅུ་རྩ་བཞི་སོགས,八十四等,9-4
ཁྱད་པར,ཁྱད་པར,特别,9-4
བཀའ་དྲིན་མཉམ་མེད,བཀའ་དྲིན་མཉམ་མེད,恩德无等,9-4
པདྨ་འབྱུང,པདྨ་འབྱུང,莲花生,9-4
ཞི་འཚོ,ཞི་འཚོ,寂护,9-4
ཁྲི་སྲོང,ཁྲི་སྲོང,赤松德赞,9-4
བཻ་རོ,བཻ་རོ,毗卢遮那,9-4
ཨ་ཏི་ཤ,ཨ་ཏི་ཤ,阿底峡,9-4
གོང་མ་རྣམ་ལྔ,གོང་མ་རྣམ་ལྔ,五位祖师,9-5
མར་མི,མར་མི,玛尔巴米拉,9-5
དྭགས་པོ་རྗེ,དྭགས་པོ་རྗེ,达波杰,9-5
འཇམ་དབྱངས་བླ་མ་ལ་སོགས,འཇམ་དབྱངས་བླ་མ་ལ་སོགས,文殊上师等,9-5
རྒྱ་བོད་ཀྱི,རྒྱ་བོད་ཀྱི,印藏之,9-5
མཁས་དང་གྲུབ་པའི,མཁས་དང་གྲུབ་པའི,精通成就,9-5
རིག་འཛིན་ཚོགས་རྣམས་དང,རིག་འཛིན་ཚོགས་རྣམས་དང,持明众与,9-5
ཡི་དམ་ཞི་ཁྲོ,ཡི་དམ་ཞི་ཁྲོ,本尊寂忿,9-5
མཁའ་འགྲོ,མཁའ་འགྲོ,空行,9-5
ཆོས་སྐྱོང་སོགས,ཆོས་སྐྱོང་སོགས,护法等,9-5
ཐུགས་དམ,ཐུགས་དམ,誓愿,9-5
གནད་ནས་བསྐུལ་ལོ,གནད་ནས་བསྐུལ་ལོ,心要从劝请,9-5
ཐུགས་རྗེས་དགོངས,ཐུགས་རྗེས་དགོངས,慈悲垂念,9-5
ཐུབ་བསྟན,ཐུབ་བསྟན,佛教,9-6
འདུལ་བ,འདུལ་བ,律藏,9-6
མདོ་སྡེ,མདོ་སྡེ,经藏,9-6
མངོན་པ་དང,མངོན་པ་དང,论藏与,9-6
གསང་སྔགས་རྒྱུད་སྡེ་ཆེན་པོ,གསང་སྔགས་རྒྱུད་སྡེ་ཆེན་པོ,密咒续部大,9-6
རྣམ་པ་བཞི,རྣམ་པ་བཞི,四种,9-6
གངས་ལྗོངས,གངས་ལྗོངས,雪域,9-6
བཤད་བརྒྱུད་ཀ་ཆེན་བཅུ་པོ་དང,བཤད་བརྒྱུད་ཀ་ཆེན་བཅུ་པོ་དང,讲传十大支柱与,9-6
སྒྲུབ་བརྒྱུད,སྒྲུབ་བརྒྱུད,修传,9-6
ཤིང་རྟ་ཆེ་བརྒྱད་ལ་སོགས་པ,ཤིང་རྟ་ཆེ་བརྒྱད་ལ་སོགས་པ,八大车轨等,9-6
ཐུབ་བསྟན,ཐུབ་བསྟན,佛教,9-6
མདོ་དང་སྔགས་ཀྱི,མདོ་དང་སྔགས་ཀྱི,显密之,9-6
ཚུལ་མཐའ་དག,ཚུལ་མཐའ་དག,一切方式,9-6
ཤིན་ཏུ་ཉམས་པར་གྱུར་པ་འདི་ལ,ཤིན་ཏུ་ཉམས་པར་གྱུར་པ་འདི་ལ,极度衰微成此于,9-6
གཟིགས,གཟིགས,请垂视,9-6
ངེས་འབྱུང,ངེས་འབྱུང,出离,9-7
ཚུལ་ཁྲིམས,ཚུལ་ཁྲིམས,戒律,9-7
ངུར་སྨྲིག་རྒྱལ་མཚན་ཐོགས,ངུར་སྨྲིག་རྒྱལ་མཚན་ཐོགས,袈裟法幢持,9-7
གཞན་ཕན་ཟོལ་མེད,གཞན་ཕན་ཟོལ་མེད,利他无伪,9-7
བྱང་ཆུབ་སེམས་དཔའ་དང,བྱང་ཆུབ་སེམས་དཔའ་དང,菩萨与,9-7
དམ་ཚིག་ལྡན་ཞིང,དམ་ཚིག་ལྡན་ཞིང,三昧耶具,9-7
བསྐྱེད་རྫོགས,བསྐྱེད་རྫོགས,生圆次第,9-7
རིག་སྔགས་འཆང,རིག་སྔགས་འཆང,持明,9-7
མཚན་ཉིད་ལྡན་པ,མཚན་ཉིད་ལྡན་པ,法相具足,9-7
རི་མོའི་མར་མེ་ལྟར,རི་མོའི་མར་མེ་ལྟར,画中灯如,9-7
གྱུར་པ་འདི་ལ,གྱུར་པ་འདི་ལ,成此于,9-7
ཡེ་ཤེས་སྤྱན་ལྡན་རྣམས,ཡེ་ཤེས་སྤྱན་ལྡན་རྣམས,智慧眼具足众,9-7
ངེས་པར་དགོངས་ལ,ངེས་པར་དགོངས་ལ,务必垂念,9-7
ཐུགས་རྗེས,ཐུགས་རྗེས,慈悲以,9-7
བསྐྱབ་ཏུ་གསོལ,བསྐྱབ་ཏུ་གསོལ,请护佑,9-7
དུས་ངན,དུས་ངན,恶时,9-8
སྙིགས་མ་ལྔ་བདོའི,སྙིགས་མ་ལྔ་བདོའི,五浊,9-8
སེམས་ཅན་རྣམས,སེམས་ཅན་རྣམས,众生,9-8
ཉོན་མོངས་སྟོབས་དྲག,ཉོན་མོངས་སྟོབས་དྲག,烦恼强力,9-8
འདོད་སྲེད་འཆིང་བས,འདོད་སྲེད་འཆིང་བས,贪欲缚以,9-8
བཅིངས,བཅིངས,系缚,9-8
བསྟན་ལ་ཞུགས་རྣམས,བསྟན་ལ་ཞུགས་རྣམས,入教法者,9-8
ཕྲག་དོག་རླུང་དམར་གྱིས,ཕྲག་དོག་རླུང་དམར་གྱིས,嫉妒红风以,9-8
བསྟན་པ་ནང་དཀྲུགས,བསྟན་པ་ནང་དཀྲུགས,教法内搅乱,9-8
ལྟ་བའི་སྙིགས་མ་རྒྱས,ལྟ་བའི་སྙིགས་མ་རྒྱས,见浊滋长,9-8
རྩོད་པ་ཅན་དུ་གྱུར་པས,རྩོད་པ་ཅན་དུ་གྱུར་པས,诤斗成,9-9
བསྟན་སེལ་གྱི,བསྟན་སེལ་གྱི,教毁之,9-9
གྲིབ་ཀྱིས,གྲིབ་ཀྱིས,垢障以,9-9
ཆོས་སྐྱོང་དཀར་ཕྱོགས་སྲུང་མ,ཆོས་སྐྱོང་དཀར་ཕྱོགས་སྲུང་མ,护法善神,9-9
གཡེལ,གཡེལ,懈怠,9-9
རྒྱལ་ཁམས་ཀུན་ཏུ,རྒྱལ་ཁམས་ཀུན་ཏུ,国土一切于,9-9
ལྷ་མིན,ལྷ་མིན,非天,9-9
ཀླ་ཀློས་ཁེངས,ཀླ་ཀློས་ཁེངས,蛮族充斥,9-9
འདི་དང་འདི་འདྲར་གྱུར་པས,འདི་དང་འདི་འདྲར་གྱུར་པས,如是种种成,9-9
བསྟན་པ་བསྣུབས,བསྟན་པ་བསྣུབས,教法湮灭,9-9
ཀྱེ་མ་ཀྱི་ཧུད,ཀྱེ་མ་ཀྱི་ཧུད,呜呼哀哉,9-10
མགོན་པོ་ཐུགས་རྗེ་ཅན,མགོན་པོ་ཐུགས་རྗེ་ཅན,具慈悲之护主,9-10
ཁྱོད་རྣམས་ཐུགས་དམ,ཁྱོད་རྣམས་ཐུགས་དམ,汝等誓愿,9-10
མཐུ་རྩལ་སྟོབས་བསྐྱེད་ལ,མཐུ་རྩལ་སྟོབས་བསྐྱེད་ལ,威神力生起于,9-10
དུས་ངན་སྐྱོ་བས,དུས་ངན་སྐྱོ་བས,末世忧苦以,9-10
ཞུམ་པ་ཅི་ལ་མངའ,ཞུམ་པ་ཅི་ལ་མངའ,何以气馁有,9-10
སྟོབས་བཅུའི་དབང་ཕྱུག,སྟོབས་བཅུའི་དབང་ཕྱུག,十力自在,9-11
དབང་བཅུ་མངའ་བས་ན,དབང་བཅུ་མངའ་བས་ན,十自在具故,9-11
བསྟན་པ་ཉམས་པའི་འདི་དག,བསྟན་པ་ཉམས་པའི་འདི་དག,教法衰微此等,9-11
སོར་ཆུད་ཅིང,སོར་ཆུད་ཅིང,恢复,9-11
མཁས་བཙུན་གྲུབ་ཐོབ,མཁས་བཙུན་གྲུབ་ཐོབ,智者戒者成就者,9-11
ཚད་མར་གྱུར་པ་ནི,ཚད་མར་གྱུར་པ་ནི,权威成之者,9-11
མང་པོར་སྤྲུལ་ནས,མང་པོར་སྤྲུལ་ནས,多化现从,9-11
བསྟན་པ་གསོ་བར་མཛོད,བསྟན་པ་གསོ་བར་མཛོད,请教法复兴,9-11
འཕགས་བོད་གཉིས་སུ,འཕགས་བོད་གཉིས་སུ,印藏二地于,9-12
རྫོགས་ལྡན་ཕྱི་མ་ཡི,རྫོགས་ལྡན་ཕྱི་མ་ཡི,圆满后世之,9-12
དགའ་སྟོན,དགའ་སྟོན,盛宴,9-12
རིན་ཆེན་སྒྲོན་མེ,རིན་ཆེན་སྒྲོན་མེ,珍宝明灯,9-12
སྦར་བ,སྦར་བ,点燃,9-12
དང,དང,与,9-12
རྒྱལ་བསྟན་རིས་མེད,རྒྱལ་བསྟན་རིས་མེད,佛教无偏,9-12
པད་ཚལ་དར་ལ་བབ,པད་ཚལ་དར་ལ་བབ,莲花丛繁荣,9-12
དེ་ལ་འཁུ་བའི་ཚོགས་ཀྱི,དེ་ལ་འཁུ་བའི་ཚོགས་ཀྱི,彼敌意众之,9-13
སེམས་བསྒྱུར་ཞིང,སེམས་བསྒྱུར་ཞིང,心转变,9-13
ཀུན་ཀྱང་བསྟན་ལ་འདུན་དང,ཀུན་ཀྱང་བསྟན་ལ་འདུན་དང,一切亦教法向意乐与,9-13
དགེ་བཅུར་སྤྱོད,དགེ་བཅུར་སྤྱོད,十善行,9-13
བསྟན་འཛིན་དགེ་འདུན་སྡེ་ཡིས,བསྟན་འཛིན་དགེ་འདུན་སྡེ་ཡིས,持教僧伽以,9-13
འཛམ་གླིང་ཁྱབ,འཛམ་གླིང་ཁྱབ,世界遍布,9-13
བཤད་དང་སྒྲུབ་པ,བཤད་དང་སྒྲུབ་པ,讲与修,9-13
དར་ཞིང་རྒྱས་པར་ཤོག,དར་ཞིང་རྒྱས་པར་ཤོག,兴盛广大愿,9-13
གཙུག་ལག་ཁང་རྣམས,གཙུག་ལག་ཁང་རྣམས,寺院众,9-14
མཆོད་པའི་སྤྲིན་ཚོགས་རྒྱས,མཆོད་པའི་སྤྲིན་ཚོགས་རྒྱས,供云聚广大,9-14
དམ་པའི་ཆོས་ཀྱི་རྔ་ཆེན,དམ་པའི་ཆོས་ཀྱི་རྔ་ཆེན,正法大鼓,9-14
རབ་ཏུ་སྒྲོགས,རབ་ཏུ་སྒྲོགས,广响,9-14
མུ་སྟེགས་གླང་པོའི་ཀླད་པ,མུ་སྟེགས་གླང་པོའི་ཀླད་པ,外道象之脑,9-14
འགེམས་བྱེད་ཅིང,འགེམས་བྱེད་ཅིང,摧破,9-14
ཐུབ་བསྟན,ཐུབ་བསྟན,佛教,9-14
ཕྱོགས་ལས་རྣམ་པར་རྒྱལ་གྱུར་ཅིག,ཕྱོགས་ལས་རྣམ་པར་རྒྱལ་གྱུར་ཅིག,各方全胜愿,9-14
བསྟན་འཛིན་སྐྱེས་རྣམས,བསྟན་འཛིན་སྐྱེས་རྣམས,持教诸人,9-15
ཞབས་པད་བརྟན་པ་དང,ཞབས་པད་བརྟན་པ་དང,莲足稳固与,9-15
བསྟན་པའི་སྦྱིན་བདག,བསྟན་པའི་སྦྱིན་བདག,教法施主,9-15
ཚེ་དང་བསོད་ནམས་འཕེལ,ཚེ་དང་བསོད་ནམས་འཕེལ,寿福增长,9-15
བསྟན་ལ་གནོད་རྣམས,བསྟན་ལ་གནོད་རྣམས,教法损恼者,9-15
མིང་གི་ལྷག་མར་གྱུར,མིང་གི་ལྷག་མར་གྱུར,名之余唯成,9-15
བསྟན་པའི་རྒྱལ་མཚན,བསྟན་པའི་རྒྱལ་མཚན,教法胜幢,9-15
ཕྱོགས་བཅུར་སྒྲེངས་གྱུར་ཅིག,ཕྱོགས་བཅུར་སྒྲེངས་གྱུར་ཅིག,十方竖立愿,9-15
ལྷ་དང,ལྷ་དང,天与,10-1
ལྷ་མིན,ལྷ་མིན,非天,10-1
ཅོད་པན་གྱིས,ཅོད་པན་གྱིས,宝冠以,10-1
ཞབས་གཉིས་པདྨོ་ལ,ཞབས་གཉིས་པདྨོ་ལ,双足莲花于,10-1
བཏུད་དེ,བཏུད་དེ,顶礼,10-1
ཕོངས་པ་ཀུན་ལས,ཕོངས་པ་ཀུན་ལས,一切贫苦从,10-1
སྒྲོལ་མཛད་མ,སྒྲོལ་མཛད་མ,救度尊,10-1
སྒྲོལ་མ་ཡུམ་ལ,སྒྲོལ་མ་ཡུམ་ལ,度母尊于,10-1
མཆོད་པ་འབུལ,མཆོད་པ་འབུལ,供养献,10-1
ཞལ་ཟས,ཞལ་ཟས,食,10-3
རོ་བརྒྱ་ལྡན་ཞིང,རོ་བརྒྱ་ལྡན་ཞིང,百味具与,10-3
